pid,X,Y,Z,Type,Comment,Digitised_by
6,1564.262147,2236.743818,134.4749067,Path,,GO
6,1581.744669,2218.648288,116.9768011,Path,,GO
6,1600.767279,2201.566381,100.0507473,Path,,GO
6,1620.940055,2184.561244,84.88225316,Path,,GO
6,1643.703134,2162.444483,73.09366635,Path,,GO
6,1657.036609,2152.278498,67.80477701,Path,,GO
6,1671.75102,2146.914632,62.20547255,Path,,GO
6,1692.660713,2145.304491,54.45653704,Path,,GO
6,1713.816193,2144.90427,47.39181301,Path,,GO
6,1735.275292,2144.626141,41.27577576,Path,,GO
6,1757.095841,2143.382279,36.37290059,Path,,GO
6,1783.535548,2144.202562,32.04382737,Path,,GO
6,1808.968048,2150.952305,29.34258458,Path,,GO
6,1833.334819,2162.401158,28.26268996,Path,,GO
6,1856.577341,2177.318769,28.79766125,Path,,GO
6,1878.63709,2194.474789,30.94101621,Path,,GO
6,1899.455546,2212.638865,34.68627258,Path,,GO
6,1918.974188,2230.580648,40.02694811,Path,,GO
6,1937.134493,2247.069786,46.95656055,Path,,GO
6,1958.220022,2266.269869,57.75785058,Path,,GO
6,1979.117885,2286.732986,70.93229393,Path,,GO
6,1999.537861,2308.362542,85.60536251,Path,,GO
6,2019.189732,2331.061942,100.9025282,Path,,GO
6,2037.783277,2354.734591,115.949263,Path,,GO
6,2055.028278,2379.283894,129.8710387,Path,,GO
6,2070.634515,2404.613256,141.7933274,Path,,GO
6,2084.311768,2430.626082,150.8416008,Path,,GO
6,2089.985665,2446.057485,153.7222432,Path,,GO
6,2093.648938,2463.473376,154.8886149,Path,,GO
6,2096.735978,2501.956222,154.7680817,Path,,GO
6,2097.15762,2541.469815,155.8590711,Path,,GO
6,2098.498594,2577.40935,163.5406531,Path,,GO
6,2100.534864,2601.376502,174.5210214,Path,,GO
6,2102.162757,2624.166427,187.7510907,Path,,GO
6,2103.454042,2646.08019,202.6231983,Path,,GO
6,2104.48049,2667.418857,218.5296816,Path,,GO
6,2105.313871,2688.483493,234.862878,Path,,GO
6,2106.025954,2709.575163,251.0151249,Path,,GO
6,2106.688511,2730.994934,266.3787597,Path,,GO
6,2107.373311,2753.043869,280.3461198,Path,,GO
6,2106.961491,2779.451935,293.165558,Path,,GO
6,2105.80279,2808.455475,303.8166373,Path,,GO
6,2106.356999,2837.891913,313.1487256,Path,,GO
6,2111.083909,2865.598675,322.0111906,Path,,GO
6,2123.118167,2893.440518,332.3589019,Path,,GO
6,2140.531273,2921.088443,343.7230839,Path,,GO
